"","subject","sessionIndex","rep","H.period","DD.period.t","UD.period.t","H.t","DD.t.i","UD.t.i","H.i","DD.i.e","UD.i.e","H.e","DD.e.five","UD.e.five","H.five","DD.five.Shift.r","UD.five.Shift.r","H.Shift.r","DD.Shift.r.o","UD.Shift.r.o","H.o","DD.o.a","UD.o.a","H.a","DD.a.n","UD.a.n","H.n","DD.n.l","UD.n.l","H.l","DD.l.Return","UD.l.Return","H.Return"
"12344","s036",7,44,0.0364,0.4881,0.4517,0.052,0.1968,0.1448,0.0348,0.37,0.3352,0.0493,0.3599,0.3106,0.0412,0.6736,0.6324,0.0341,0.6496,0.6155,0.0591,0.4062,0.3471,0.0486,0.2631,0.2145,0.0341,0.5573,0.5232,0.0348,0.4477,0.4129,0.038
"12351","s036",8,1,0.0554,0.6837,0.6283,0.0454,0.6219,0.5765,0.0536,0.4249,0.3713,0.0438,0.5989,0.5551,0.0441,0.6041,0.56,0.0428,0.5669,0.5241,0.0533,0.3888,0.3355,0.0583,0.4075,0.3492,0.0459,0.803,0.7571,0.0377,1.4017,1.364,0.0715
"12359","s036",8,9,0.066,0.5846,0.5186,0.0507,0.2008,0.1501,0.0433,0.3611,0.3178,0.0559,0.3162,0.2603,0.0435,0.9858,0.9423,0.0425,1.1295,1.087,0.052,0.2388,0.1868,0.0549,0.3155,0.2606,0.0454,0.6015,0.5561,0.0544,1.1336,1.0792,0.0789
"12365","s036",8,15,0.0581,0.8043,0.7462,0.0522,0.1873,0.1351,0.048,0.442,0.394,0.0538,0.572,0.5182,0.0462,0.9972,0.951,0.043,1.1443,1.1013,0.0459,0.5644,0.5185,0.0404,0.243,0.2026,0.0341,0.4542,0.4201,0.0404,0.7114,0.671,0.0596
"12366","s036",8,16,0.0573,0.5016,0.4443,0.0602,0.1905,0.1303,0.048,0.3365,0.2885,0.0509,0.5066,0.4557,0.0406,1.9733,1.9327,0.0454,0.6688,0.6234,0.0628,0.3511,0.2883,0.0599,0.2604,0.2005,0.0438,0.4739,0.4301,0.0443,0.5953,0.551,0.0649
"12368","s036",8,18,0.0536,0.5575,0.5039,0.0428,0.1259,0.0831,0.0467,0.3917,0.345,0.0451,1.3852,1.3401,0.0546,1.205,1.1504,0.0383,0.7327,0.6944,0.0478,0.2399,0.1921,0.0675,0.2975,0.23,0.052,0.6496,0.5976,0.0435,0.8055,0.762,0.0594
"12369","s036",8,19,0.0615,0.7444,0.6829,0.0538,0.3455,0.2917,0.0512,0.3447,0.2935,0.0522,0.3589,0.3067,0.0475,0.7027,0.6552,0.0459,0.7314,0.6855,0.0425,0.5816,0.5391,0.0517,0.1525,0.1008,0.0343,0.5356,0.5013,0.0375,0.9509,0.9134,0.0668
"12370","s036",8,20,0.061,0.4198,0.3588,0.0544,0.3342,0.2798,0.0525,0.3481,0.2956,0.0559,0.4636,0.4077,0.0496,0.6549,0.6053,0.0435,0.6641,0.6206,0.0451,0.2274,0.1823,0.0641,0.4357,0.3716,0.0522,0.7262,0.674,0.0451,0.9339,0.8888,0.061
"12372","s036",8,22,0.0567,0.5777,0.521,0.057,0.2414,0.1844,0.0451,0.3827,0.3376,0.0615,0.5915,0.53,0.0478,0.8847,0.8369,0.0412,1.1169,1.0757,0.0509,0.3078,0.2569,0.0565,0.3044,0.2479,0.0377,0.5066,0.4689,0.0451,0.7871,0.742,0.0496
"12376","s036",8,26,0.0546,0.4411,0.3865,0.0596,0.1815,0.1219,0.0567,0.308,0.2513,0.0515,0.3888,0.3373,0.0602,0.5983,0.5381,0.0388,0.6061,0.5673,0.0491,0.2649,0.2158,0.0557,0.4104,0.3547,0.043,0.895,0.852,0.0768,1.0284,0.9516,0.0541
"12379","s036",8,29,0.0491,1.2687,1.2196,0.0515,0.1515,0.1,0.0491,0.4072,0.3581,0.0478,0.282,0.2342,0.0533,0.6763,0.623,0.0449,1.0721,1.0272,0.0451,0.3814,0.3363,0.0504,0.345,0.2946,0.052,0.5124,0.4604,0.0602,0.9802,0.92,0.0581
"12384","s036",8,34,0.0507,0.7782,0.7275,0.0525,0.2548,0.2023,0.0478,0.282,0.2342,0.0501,0.3315,0.2814,0.0454,0.5062,0.4608,0.0393,0.585,0.5457,0.043,0.2417,0.1987,0.0723,0.4231,0.3508,0.0409,0.4892,0.4483,0.0533,0.8556,0.8023,0.0554
"12397","s036",8,47,0.0559,0.5376,0.4817,0.0591,0.2878,0.2287,0.0464,0.2759,0.2295,0.0525,0.3365,0.284,0.0478,0.56,0.5122,0.037,0.5922,0.5552,0.0443,0.1865,0.1422,0.0644,0.3229,0.2585,0.0388,0.5037,0.4649,0.0433,0.6437,0.6004,0.0538
"12752","s037",8,2,0.1113,0.1384,0.0271,0.0715,0.1211,0.0496,0.0457,0.0811,0.0354,0.0929,0.3693,0.2764,0.0602,0.2874,0.2272,0.0739,0.1496,0.0757,0.0781,0.1317,0.0536,0.0857,0.0868,0.0011,0.0662,0.1387,0.0725,0.1105,0.2077,0.0972,0.0876
"12753","s037",8,3,0.091,0.1089,0.0179,0.0731,0.1267,0.0536,0.0515,0.0808,0.0293,0.0773,0.337,0.2597,0.0604,0.2907,0.2303,0.0826,0.1654,0.0828,0.0652,0.1188,0.0536,0.0845,0.08,-0.0045,0.0586,0.1351,0.0765,0.1031,0.208,0.1049,0.0807
"12754","s037",8,4,0.0836,0.0851,0.0015,0.0823,0.1427,0.0604,0.0612,0.0707,0.0095,0.0902,0.2962,0.206,0.0697,0.2905,0.2208,0.079,0.156,0.077,0.0691,0.1372,0.0681,0.0747,0.0803,0.0056,0.0573,0.1475,0.0902,0.1,0.2244,0.1244,0.0776
"12755","s037",8,5,0.0853,0.0667,-0.0186,0.0821,0.1686,0.0865,0.0557,0.0726,0.0169,0.0839,0.2677,0.1838,0.0588,0.292,0.2332,0.0549,0.1331,0.0782,0.0631,0.141,0.0779,0.0926,0.0665,-0.0261,0.0631,0.1472,0.0841,0.0915,0.2016,0.1101,0.0697
"12757","s037",8,7,0.0857,0.0682,-0.0175,0.0755,0.1565,0.081,0.0507,0.0621,0.0114,0.0876,0.2326,0.145,0.0673,0.2805,0.2132,0.0617,0.1572,0.0955,0.067,0.1035,0.0365,0.0942,0.1109,0.0167,0.0644,0.1324,0.068,0.1068,0.2024,0.0956,0.0823
"12758","s037",8,8,0.0762,0.1845,0.1083,0.0755,0.1103,0.0348,0.0596,0.1013,0.0417,0.0741,0.5503,0.4762,0.0515,0.2781,0.2266,0.0765,0.143,0.0665,0.0929,0.1747,0.0818,0.0876,0.0705,-0.0171,0.0652,0.1678,0.1026,0.0942,0.203,0.1088,0.0697
"12760","s037",8,10,0.0873,0.0719,-0.0154,0.0834,0.1615,0.0781,0.0639,0.0655,0.0016,0.0934,0.2706,0.1772,0.0631,0.2736,0.2105,0.0847,0.1346,0.0499,0.0733,0.1399,0.0666,0.0916,0.0602,-0.0314,0.0892,0.1488,0.0596,0.1039,0.2093,0.1054,0.0947
"12761","s037",8,11,0.0921,0.0817,-0.0104,0.076,0.1557,0.0797,0.0586,0.0697,0.0111,0.0857,0.2313,0.1456,0.0588,0.243,0.1842,0.0752,0.1412,0.066,0.081,0.1304,0.0494,0.0911,0.0684,-0.0227,0.0919,0.1436,0.0517,0.1021,0.2041,0.102,0.0847
"12763","s037",8,13,0.0892,0.0474,-0.0418,0.0905,0.2026,0.1121,0.0565,0.0655,0.009,0.0778,1.6953,1.6175,0.0805,0.4951,0.4146,0.062,0.2095,0.1475,0.062,0.0748,0.0128,0.0958,0.1167,0.0209,0.062,0.1203,0.0583,0.101,0.1987,0.0977,0.0784
"12764","s037",8,14,0.095,0.054,-0.041,0.0802,0.1881,0.1079,0.0544,0.0333,-0.0211,0.0728,0.245,0.1722,0.066,0.2765,0.2105,0.0662,0.0739,0.0077,0.0704,0.1702,0.0998,0.0798,0.0431,-0.0367,0.0977,0.1441,0.0464,0.1024,0.2117,0.1093,0.0852
"12765","s037",8,15,0.0868,0.0635,-0.0233,0.0813,0.1652,0.0839,0.0559,0.048,-0.0079,0.0844,0.2276,0.1432,0.0741,0.2593,0.1852,0.071,0.1341,0.0631,0.0604,0.1349,0.0745,0.0955,0.0512,-0.0443,0.1019,0.1517,0.0498,0.1105,0.2249,0.1144,0.0839
"12766","s037",8,16,0.0803,0.0667,-0.0136,0.0731,0.1554,0.0823,0.0637,0.0428,-0.0209,0.0821,0.2261,0.144,0.072,0.2976,0.2256,0.0657,0.1436,0.0779,0.0575,0.118,0.0605,0.0823,0.0594,-0.0229,0.0852,0.1451,0.0599,0.124,0.2341,0.1101,0.0733
"12767","s037",8,17,0.0971,0.1097,0.0126,0.0844,0.1435,0.0591,0.0557,0.0689,0.0132,0.0678,0.2152,0.1474,0.0602,0.2586,0.1984,0.0755,0.1127,0.0372,0.0712,0.1567,0.0855,0.086,0.0256,-0.0604,0.0963,0.1604,0.0641,0.1105,0.2085,0.098,0.0944
"12768","s037",8,18,0.0839,0.0714,-0.0125,0.0786,0.1546,0.076,0.0615,0.0565,-0.005,0.0857,0.2265,0.1408,0.0633,0.2841,0.2208,0.065,0.1004,0.0354,0.0668,0.1537,0.0869,0.0798,0.0365,-0.0433,0.0853,0.1586,0.0733,0.1005,0.2014,0.1009,0.0828
"12769","s037",8,19,0.077,0.0783,0.0013,0.0673,0.1636,0.0963,0.0515,0.0652,0.0137,0.0791,0.2233,0.1442,0.0617,0.2599,0.1982,0.0618,0.1061,0.0443,0.0736,0.1309,0.0573,0.096,0.0636,-0.0324,0.0913,0.1691,0.0778,0.1042,0.2096,0.1054,0.0855
"12770","s037",8,20,0.1224,0.1389,0.0165,0.0728,0.1343,0.0615,0.0528,0.0745,0.0217,0.0654,0.3051,0.2397,0.0188,0.7694,0.7506,0.0726,0.1544,0.0818,0.062,0.1264,0.0644,0.0778,0.0744,-0.0034,0.0794,0.1553,0.0759,0.086,0.1898,0.1038,0.0873
"12771","s037",8,21,0.1422,0.2423,0.1001,0.0707,0.0984,0.0277,0.0522,0.1068,0.0546,0.0852,0.3109,0.2257,0.0673,0.2615,0.1942,0.071,0.1367,0.0657,0.0913,0.1536,0.0623,0.0918,0.0889,-0.0029,0.0918,0.1688,0.077,0.1039,0.1974,0.0935,0.1137
"12772","s037",8,22,0.0973,0.1175,0.0202,0.0726,0.1502,0.0776,0.042,0.0639,0.0219,0.0807,0.278,0.1973,0.0744,0.3535,0.2791,0.0673,0.2008,0.1335,0.0871,0.185,0.0979,0.0995,0.0929,-0.0066,0.0729,0.253,0.1801,0.1037,0.2239,0.1202,0.0968
"12773","s037",8,23,0.091,0.1321,0.0411,0.0699,0.1256,0.0557,0.0467,0.0786,0.0319,0.0726,0.2382,0.1656,0.0641,0.2723,0.2082,0.0636,0.1594,0.0958,0.0641,0.1293,0.0652,0.0923,0.1251,0.0328,0.0773,0.2068,0.1295,0.0923,0.2364,0.1441,0.0762
"12774","s037",8,24,0.0802,0.1157,0.0355,0.072,0.1343,0.0623,0.0446,0.0697,0.0251,0.0894,0.255,0.1656,0.0678,0.3092,0.2414,0.0565,0.1465,0.09,0.0623,0.1318,0.0695,0.0973,0.1037,0.0064,0.0831,0.3932,0.3101,0.0934,0.4823,0.3889,0.0689
"12775","s037",8,25,0.0726,0.1071,0.0345,0.0712,0.1448,0.0736,0.047,0.0454,-0.0016,0.0723,0.2129,0.1406,0.0636,0.2717,0.2081,0.061,0.4115,0.3505,0.0678,0.1452,0.0774,0.1016,0.1196,0.018,0.0615,0.1907,0.1292,0.0929,0.251,0.1581,0.0778
"12776","s037",8,26,0.0847,0.1139,0.0292,0.0741,0.1314,0.0573,0.0501,0.0718,0.0217,0.0718,0.2298,0.158,0.0625,0.2596,0.1971,0.0778,0.1788,0.101,0.0718,0.117,0.0452,0.086,0.1029,0.0169,0.0673,0.1654,0.0981,0.0989,0.2222,0.1233,0.0907
"12777","s037",8,27,0.0907,0.1067,0.016,0.0744,0.1551,0.0807,0.048,0.0884,0.0404,0.0778,0.3354,0.2576,0.0686,0.3242,0.2556,0.0459,0.1746,0.1287,0.0689,0.1268,0.0579,0.0857,0.1145,0.0288,0.0636,0.1875,0.1239,0.0923,0.2233,0.131,0.0842
"12778","s037",8,28,0.1053,0.1213,0.016,0.0681,0.1296,0.0615,0.0528,0.0647,0.0119,0.076,0.2131,0.1371,0.0562,0.3935,0.3373,0.0807,0.2516,0.1709,0.0789,0.1075,0.0286,0.086,0.0948,0.0088,0.0781,0.158,0.0799,0.1121,0.2098,0.0977,0.1271
"12779","s037",8,29,0.1029,0.0951,-0.0078,0.0658,0.1492,0.0834,0.0517,0.0488,-0.0029,0.0644,0.2115,0.1471,0.0697,0.2776,0.2079,0.0658,0.1502,0.0844,0.057,0.1054,0.0484,0.0807,0.095,0.0143,0.0686,0.186,0.1174,0.1137,0.2866,0.1729,0.1053
"12780","s037",8,30,0.0958,0.1094,0.0136,0.0744,0.1319,0.0575,0.0544,0.0979,0.0435,0.0662,0.221,0.1548,0.0654,0.2736,0.2082,0.0633,0.105,0.0417,0.0673,0.161,0.0937,0.1032,0.0942,-0.009,0.1177,0.3229,0.2052,0.1074,0.2724,0.165,0.0897
"12781","s037",8,31,0.0784,0.1026,0.0242,0.0646,0.1379,0.0733,0.0541,0.066,0.0119,0.086,0.2735,0.1875,0.0668,0.2878,0.221,0.0525,0.1488,0.0963,0.0644,0.1249,0.0605,0.0776,0.0898,0.0122,0.0768,0.2036,0.1268,0.0944,0.2306,0.1362,0.0765
"12782","s037",8,32,0.0929,0.1065,0.0136,0.0652,0.1507,0.0855,0.0417,0.0481,0.0064,0.0842,0.2316,0.1474,0.0665,0.2686,0.2021,0.0679,0.1758,0.1079,0.076,0.1267,0.0507,0.0794,0.1027,0.0233,0.0691,0.1799,0.1108,0.0942,0.207,0.1128,0.0997
"12783","s037",8,33,0.0791,0.0867,0.0076,0.0631,0.1504,0.0873,0.0546,0.0467,-0.0079,0.0776,0.2303,0.1527,0.0662,0.2846,0.2184,0.0736,0.1665,0.0929,0.0557,0.142,0.0863,0.0826,0.085,0.0024,0.0718,0.2303,0.1585,0.0936,0.2367,0.1431,0.0773
"12784","s037",8,34,0.0821,0.0801,-0.002,0.0589,0.1552,0.0963,0.0541,0.0578,0.0037,0.0786,0.2392,0.1606,0.0707,0.2937,0.223,0.0715,0.1826,0.1111,0.0517,0.114,0.0623,0.0836,0.1013,0.0177,0.066,0.1868,0.1208,0.1029,0.3312,0.2283,0.1103
"12785","s037",8,35,0.1488,0.4093,0.2605,0.0607,0.1198,0.0591,0.0596,0.1024,0.0428,0.0747,0.2345,0.1598,0.0567,0.3279,0.2712,0.0174,0.1069,0.0895,0.0472,0.1385,0.0913,0.0842,0.0872,0.003,0.0815,0.2616,0.1801,0.0897,0.2209,0.1312,0.101
"12786","s037",8,36,0.0733,0.1075,0.0342,0.0644,0.1312,0.0668,0.047,0.0792,0.0322,0.0741,0.2265,0.1524,0.0588,0.2635,0.2047,0.0686,0.1346,0.066,0.0551,0.1277,0.0726,0.0794,0.1019,0.0225,0.0649,0.2223,0.1574,0.0831,0.2249,0.1418,0.0839
"12787","s037",8,37,0.0752,0.1073,0.0321,0.0644,0.1277,0.0633,0.0522,0.0712,0.019,0.0786,0.2376,0.159,0.0573,0.3248,0.2675,0.0649,0.2007,0.1358,0.061,0.1128,0.0518,0.0839,0.1037,0.0198,0.0773,0.1878,0.1105,0.0947,0.2191,0.1244,0.0865
"12788","s037",8,38,0.082,0.1054,0.0234,0.0678,0.1343,0.0665,0.0583,0.0879,0.0296,0.0791,0.2526,0.1735,0.048,0.3099,0.2619,0.0762,0.1965,0.1203,0.0557,0.1014,0.0457,0.0987,0.1141,0.0154,0.0697,0.1973,0.1276,0.0878,0.2103,0.1225,0.0944
"12789","s037",8,39,0.0892,0.0806,-0.0086,0.0621,0.1573,0.0952,0.0615,0.0557,-0.0058,0.0947,0.2727,0.178,0.0644,0.3633,0.2989,0.0786,0.3849,0.3063,0.0607,0.1423,0.0816,0.0968,0.1069,0.0101,0.0963,0.2205,0.1242,0.0971,0.2196,0.1225,0.0952
"12790","s037",8,40,0.0823,0.0878,0.0055,0.0649,0.1483,0.0834,0.0591,0.0538,-0.0053,0.0813,0.2617,0.1804,0.0665,0.3477,0.2812,0.0681,0.1647,0.0966,0.0604,0.1362,0.0758,0.0921,0.0977,0.0056,0.0852,0.1978,0.1126,0.095,0.2426,0.1476,0.0968
"12791","s037",8,41,0.1034,0.1163,0.0129,0.0836,0.154,0.0704,0.052,0.0863,0.0343,0.0878,0.2582,0.1704,0.0776,0.3823,0.3047,0.0755,0.1816,0.1061,0.0715,0.1177,0.0462,0.0813,0.1072,0.0259,0.0718,0.1704,0.0986,0.0973,0.2443,0.147,0.0781
"12792","s037",8,42,0.086,0.149,0.063,0.0712,0.1337,0.0625,0.077,0.1205,0.0435,0.0984,0.3099,0.2115,0.0678,0.2859,0.2181,0.0654,0.124,0.0586,0.067,0.1272,0.0602,0.0927,0.0758,-0.0169,0.0781,0.1746,0.0965,0.0839,0.2093,0.1254,0.0892
"12793","s037",8,43,0.1063,0.145,0.0387,0.0636,0.105,0.0414,0.057,0.0882,0.0312,0.0781,0.2036,0.1255,0.0559,0.2909,0.235,0.0649,0.2475,0.1826,0.0583,0.0895,0.0312,0.1005,0.1283,0.0278,0.0686,0.1989,0.1303,0.0844,0.2204,0.136,0.0857
"12795","s037",8,45,0.0876,0.0978,0.0102,0.0728,0.1403,0.0675,0.0536,0.0637,0.0101,0.0871,0.9568,0.8697,0.0683,0.2923,0.224,0.082,0.159,0.077,0.0612,0.1267,0.0655,0.0805,0.0779,-0.0026,0.0844,0.1648,0.0804,0.0995,0.2125,0.113,0.0873
"12796","s037",8,46,0.0805,0.0711,-0.0094,0.0808,0.1581,0.0773,0.0559,0.0617,0.0058,0.0702,0.7397,0.6695,0.0617,0.2685,0.2068,0.0704,0.1477,0.0773,0.0573,0.1233,0.066,0.0704,0.0779,0.0075,0.0878,0.1572,0.0694,0.1002,0.2259,0.1257,0.1047
"12797","s037",8,47,0.0934,0.126,0.0326,0.0646,0.1234,0.0588,0.0486,0.0895,0.0409,0.0704,0.2365,0.1661,0.0702,0.3456,0.2754,0.0815,0.1544,0.0729,0.0501,0.1755,0.1254,0.0697,0.0423,-0.0274,0.0926,0.1838,0.0912,0.0992,0.2146,0.1154,0.0828
"12798","s037",8,48,0.0847,0.078,-0.0067,0.062,0.1443,0.0823,0.0636,0.0758,0.0122,0.0857,0.5622,0.4765,0.0639,0.2699,0.206,0.0599,0.0922,0.0323,0.0702,0.1571,0.0869,0.0866,0.0547,-0.0319,0.0744,0.1667,0.0923,0.1002,0.208,0.1078,0.0913
"12799","s037",8,49,0.0926,0.0835,-0.0091,0.0816,0.17,0.0884,0.0507,0.0602,0.0095,0.0662,0.2853,0.2191,0.071,0.6739,0.6029,0.0744,0.2306,0.1562,0.0515,0.0962,0.0447,0.0715,0.0993,0.0278,0.067,0.1577,0.0907,0.0915,0.2027,0.1112,0.1026
"12800","s037",8,50,0.0794,0.0862,0.0068,0.0625,0.1456,0.0831,0.0607,0.066,0.0053,0.0789,0.9357,0.8568,0.0673,0.2836,0.2163,0.0639,0.0924,0.0285,0.0599,0.1507,0.0908,0.085,0.0594,-0.0256,0.1101,0.1536,0.0435,0.0997,0.2185,0.1188,0.1013
"13154","s038",8,4,0.0776,0.2743,0.1967,0.08,0.0702,-0.0098,0.0634,0.1193,0.0559,0.0778,0.2133,0.1355,0.0639,0.3789,0.315,0.0678,0.3218,0.254,0.0828,0.1478,0.065,0.1063,0.1304,0.0241,0.071,0.1738,0.1028,0.0921,0.3494,0.2573,0.0791
"13155","s038",8,5,0.0818,0.3167,0.2349,0.0871,0.0882,0.0011,0.0631,0.1248,0.0617,0.0794,0.4209,0.3415,0.0715,0.4685,0.397,0.0573,0.3981,0.3408,0.0842,0.1434,0.0592,0.1026,0.1327,0.0301,0.0633,0.1865,0.1232,0.0907,0.3693,0.2786,0.076
"13156","s038",8,6,0.0728,0.2974,0.2246,0.0762,0.1126,0.0364,0.057,0.094,0.037,0.0704,0.2178,0.1474,0.057,0.4216,0.3646,0.0704,0.3179,0.2475,0.0936,0.1246,0.031,0.1137,0.1306,0.0169,0.0652,0.1517,0.0865,0.1008,0.5131,0.4123,0.0892
"13157","s038",8,7,0.0852,0.2299,0.1447,0.0857,0.0868,0.0011,0.053,0.0942,0.0412,0.0807,0.2313,0.1506,0.062,0.4421,0.3801,0.0665,0.3393,0.2728,0.091,0.1109,0.0199,0.1005,0.1478,0.0473,0.0675,0.1798,0.1123,0.0955,0.3712,0.2757,0.0934
"13158","s038",8,8,0.09,0.2669,0.1769,0.0747,0.0832,0.0085,0.0538,0.0739,0.0201,0.0813,0.2179,0.1366,0.0689,0.4028,0.3339,0.0675,0.3444,0.2769,0.0955,0.1423,0.0468,0.1253,0.124,-0.0013,0.066,0.1615,0.0955,0.0981,0.3804,0.2823,0.0836
"13159","s038",8,9,0.0931,0.2697,0.1766,0.0889,0.091,0.0021,0.0649,0.1356,0.0707,0.072,0.212,0.14,0.0594,0.4089,0.3495,0.0689,0.3606,0.2917,0.0892,0.1138,0.0246,0.1229,0.1567,0.0338,0.0731,0.1878,0.1147,0.0889,0.4208,0.3319,0.0776
"13161","s038",8,11,0.0873,0.2642,0.1769,0.0981,0.1124,0.0143,0.0559,0.0929,0.037,0.0762,0.2046,0.1284,0.0567,0.4244,0.3677,0.0704,0.3207,0.2503,0.0921,0.1104,0.0183,0.1224,0.1433,0.0209,0.0673,0.1567,0.0894,0.0892,0.3486,0.2594,0.0913
"13162","s038",8,12,0.0839,0.2555,0.1716,0.0979,0.0952,-0.0027,0.0663,0.1062,0.0399,0.0707,0.2081,0.1374,0.0675,0.4526,0.3851,0.0578,0.3308,0.273,0.0894,0.2126,0.1232,0.033,0.0434,0.0104,0.0646,0.2742,0.2096,0.076,0.3132,0.2372,0.0657
"13164","s038",8,14,0.1002,0.2818,0.1816,0.072,0.0763,0.0043,0.0668,0.1322,0.0654,0.0704,0.2226,0.1522,0.0594,0.3736,0.3142,0.0762,0.3376,0.2614,0.0897,0.1001,0.0104,0.1329,0.1952,0.0623,0.0736,0.1828,0.1092,0.0971,0.3428,0.2457,0.091
"13165","s038",8,15,0.1084,0.2618,0.1534,0.0881,0.109,0.0209,0.0631,0.075,0.0119,0.0784,0.2427,0.1643,0.0623,0.412,0.3497,0.0739,0.512,0.4381,0.091,0.1191,0.0281,0.1324,0.2039,0.0715,0.0681,0.1934,0.1253,0.0952,0.3865,0.2913,0.0881
"13166","s038",8,16,0.0979,0.2927,0.1948,0.0926,0.1238,0.0312,0.0652,0.0681,0.0029,0.0813,0.2546,0.1733,0.0675,0.4568,0.3893,0.0704,0.3138,0.2434,0.0992,0.1542,0.055,0.0963,0.132,0.0357,0.0681,0.1831,0.115,0.1002,0.367,0.2668,0.0865
"13167","s038",8,17,0.1005,0.3035,0.203,0.0852,0.1348,0.0496,0.062,0.0763,0.0143,0.0741,0.2495,0.1754,0.0594,0.4273,0.3679,0.0649,0.3157,0.2508,0.0934,0.1196,0.0262,0.1153,0.1723,0.057,0.067,0.1696,0.1026,0.1042,0.342,0.2378,0.0794
"13169","s038",8,19,0.082,0.2304,0.1484,0.0752,0.0715,-0.0037,0.0581,0.1151,0.057,0.0794,0.2461,0.1667,0.057,0.479,0.422,0.052,0.5982,0.5462,0.0878,0.2008,0.113,0.1,0.1212,0.0212,0.0639,0.1783,0.1144,0.0958,0.3742,0.2784,0.0797
"13172","s038",8,22,0.0733,0.2486,0.1753,0.0897,0.1662,0.0765,0.0588,0.0694,0.0106,0.0823,0.2223,0.14,0.0588,0.4142,0.3554,0.0728,0.3202,0.2474,0.0976,0.1497,0.0521,0.1095,0.1196,0.0101,0.066,0.1572,0.0912,0.0973,0.3124,0.2151,0.0741
"13173","s038",8,23,0.0636,0.2695,0.2059,0.0836,0.1306,0.047,0.0544,0.0642,0.0098,0.0997,0.2774,0.1777,0.0573,1.4468,1.3895,0.0675,0.3015,0.234,0.0826,0.1325,0.0499,0.1097,0.1369,0.0272,0.0596,0.1735,0.1139,0.0855,0.3807,0.2952,0.0762
"13174","s038",8,24,0.0881,0.241,0.1529,0.0958,0.103,0.0072,0.0581,0.1201,0.062,0.0776,0.2656,0.188,0.0662,0.4228,0.3566,0.0625,0.3004,0.2379,0.1042,0.1444,0.0402,0.1079,0.1317,0.0238,0.0639,0.1707,0.1068,0.1016,0.7916,0.69,0.0805
"13175","s038",8,25,0.0987,0.235,0.1363,0.0926,0.2443,0.1517,0.0554,0.0794,0.024,0.09,1.0855,0.9955,0.0971,0.479,0.3819,0.0886,0.3502,0.2616,0.0847,0.0975,0.0128,0.1258,0.1739,0.0481,0.0702,0.158,0.0878,0.1066,0.3467,0.2401,0.0836
"13177","s038",8,27,0.0987,0.2144,0.1157,0.095,0.1364,0.0414,0.0607,0.065,0.0043,0.0799,0.2381,0.1582,0.0784,0.4158,0.3374,0.0807,0.3173,0.2366,0.1002,0.1486,0.0484,0.1134,0.1198,0.0064,0.0689,0.1543,0.0854,0.1024,0.346,0.2436,0.0773
"13178","s038",8,28,0.1024,0.3167,0.2143,0.1113,0.1187,0.0074,0.0913,0.0892,-0.0021,0.0802,0.2925,0.2123,0.0702,0.4329,0.3627,0.0884,0.3843,0.2959,0.0802,0.1064,0.0262,0.1111,0.1626,0.0515,0.0723,0.149,0.0767,0.1182,0.3502,0.232,0.0868
"13182","s038",8,32,0.1066,0.2379,0.1313,0.0968,0.1029,0.0061,0.0639,0.0858,0.0219,0.0768,0.2216,0.1448,0.0675,0.3466,0.2791,0.082,0.3439,0.2619,0.1021,0.1331,0.031,0.1332,0.1343,0.0011,0.0691,0.1474,0.0783,0.114,0.362,0.248,0.0931
"13184","s038",8,34,0.0907,0.2726,0.1819,0.1411,0.2126,0.0715,0.0586,0.1119,0.0533,0.0799,0.2648,0.1849,0.0657,0.4516,0.3859,0.0857,0.311,0.2253,0.0958,0.1162,0.0204,0.1395,0.163,0.0235,0.0644,0.1472,0.0828,0.1039,0.3301,0.2262,0.095
"13185","s038",8,35,0.076,0.2769,0.2009,0.0979,0.1428,0.0449,0.0592,0.0457,-0.0135,0.1206,0.3788,0.2582,0.0733,0.6578,0.5845,0.086,0.3537,0.2677,0.0886,0.1053,0.0167,0.1208,0.1493,0.0285,0.0723,0.1699,0.0976,0.1026,0.3559,0.2533,0.096
"13186","s038",8,36,0.0855,0.2851,0.1996,0.086,0.1506,0.0646,0.0557,0.0884,0.0327,0.0913,0.4607,0.3694,0.0712,0.4787,0.4075,0.0699,0.3226,0.2527,0.095,0.0813,-0.0137,0.133,0.1782,0.0452,0.0681,0.1493,0.0812,0.1024,0.4053,0.3029,0.0791
"13187","s038",8,37,0.0886,0.2565,0.1679,0.1003,0.066,-0.0343,0.0599,0.1488,0.0889,0.0826,0.2065,0.1239,0.0831,0.3996,0.3165,0.0826,0.3245,0.2419,0.0931,0.0943,0.0012,0.1303,0.1633,0.033,0.0694,0.1261,0.0567,0.1116,0.3277,0.2161,0.0868
"13188","s038",8,38,0.0973,0.2744,0.1771,0.0831,0.1,0.0169,0.0599,0.0781,0.0182,0.0789,0.2471,0.1682,0.0733,0.3762,0.3029,0.0923,0.3582,0.2659,0.1018,0.1072,0.0054,0.1327,0.1718,0.0391,0.0707,0.1474,0.0767,0.1105,0.3359,0.2254,0.0907
"13189","s038",8,39,0.1024,0.2379,0.1355,0.0815,0.1029,0.0214,0.0591,0.0776,0.0185,0.0726,0.258,0.1854,0.0581,0.3604,0.3023,0.0694,0.3081,0.2387,0.0897,0.1433,0.0536,0.119,0.0892,-0.0298,0.0713,0.1404,0.0691,0.1024,0.3241,0.2217,0.0921
